6.7,3.0,5.0,1.7,0.6481638418079095,Iris-versicolor
6.0,2.9,4.5,1.5,0.556379472693032,Iris-versicolor
5.7,2.6,3.5,1.0,0.346421845574388,Iris-versicolor
5.5,2.4,3.8,1.1,0.23954802259887004,Iris-versicolor
5.5,2.4,3.7,1.0,0.21313559322033893,Iris-versicolor
5.8,2.7,3.9,1.2,0.4201271186440678,Iris-versicolor
6.0,2.7,5.1,1.6,0.41485404896421857,Iris-versicolor
5.4,3.0,4.5,1.5,0.5688794726930321,Iris-versicolor
6.0,3.4,4.5,1.6,0.8272128060263653,Iris-versicolor
6.7,3.1,4.7,1.5,0.6564265536723164,Iris-versicolor
6.3,2.3,4.4,1.3,0.2299670433145008,Iris-versicolor
5.6,3.0,4.1,1.3,0.5576741996233523,Iris-versicolor
5.5,2.5,4.0,1.3,0.33820621468926554,Iris-versicolor
5.5,2.6,4.4,1.2,0.2813559322033898,Iris-versicolor
6.1,3.0,4.6,1.4,0.5508474576271186,Iris-versicolor
5.8,2.6,4.0,1.2,0.35903954802259885,Iris-versicolor
5.0,2.3,3.3,1.0,0.20054143126177018,Iris-versicolor
5.6,2.7,4.2,1.3,0.40491996233521654,Iris-versicolor
5.7,3.0,4.2,1.2,0.5063088512241054,Iris-versicolor
5.7,2.9,4.2,1.3,0.5021421845574388,Iris-versicolor
6.2,2.9,4.3,1.3,0.514665725047081,Iris-versicolor
5.1,2.5,3.0,1.1,0.3851930320150659,Iris-versicolor
5.7,2.8,4.1,1.3,0.471563088512241,Iris-versicolor
6.3,3.3,6.0,2.5,0.9442325800376647,Iris-virginica
5.8,2.7,5.1,1.9,0.5287429378531074,Iris-virginica
7.1,3.0,5.9,2.1,0.6997645951035781,Iris-virginica
6.3,2.9,5.6,1.8,0.5302495291902072,Iris-virginica
6.5,3.0,5.8,2.2,0.7233521657250471,Iris-virginica
7.6,3.0,6.6,2.1,0.6207627118644068,Iris-virginica
4.9,2.5,4.5,1.7,0.39526836158192086,Iris-virginica
7.3,2.9,6.3,1.8,0.4790254237288136,Iris-virginica
6.7,2.5,5.8,1.8,0.3386299435028249,Iris-virginica
7.2,3.6,6.1,2.5,1.1164783427495293,Iris-virginica
6.5,3.2,5.1,2.0,0.8384651600753297,Iris-virginica
6.4,2.7,5.3,1.9,0.5315677966101695,Iris-virginica
6.8,3.0,5.5,2.1,0.7441148775894539,Iris-virginica
5.7,2.5,5.0,2.0,0.4884416195856873,Iris-virginica
5.8,2.8,5.1,2.4,0.7829096045197739,Iris-virginica
6.4,3.2,5.3,2.3,0.9274011299435029,Iris-virginica
6.5,3.0,5.5,1.8,0.6024482109227872,Iris-virginica
7.7,3.8,6.7,2.2,1.0193973634651603,Iris-virginica
7.7,2.6,6.9,2.3,0.4805555555555555,Iris-virginica
6.0,2.2,5.0,1.5,0.15927495291902077,Iris-virginica
6.9,3.2,5.7,2.3,0.8941619585687383,Iris-virginica
5.6,2.8,4.9,2.0,0.6356403013182672,Iris-virginica
7.7,2.8,6.7,2.0,0.4777306967984932,Iris-virginica
6.3,2.7,4.9,1.8,0.5453625235404896,Iris-virginica
6.7,3.3,5.7,2.1,0.845550847457627,Iris-virginica
7.2,3.2,6.0,1.8,0.6567325800376649,Iris-virginica
6.2,2.8,4.8,1.8,0.600894538606403,Iris-virginica
6.1,3.0,4.9,1.8,0.6717514124293785,Iris-virginica
6.4,2.8,5.6,2.1,0.6149717514124293,Iris-virginica
7.2,3.0,5.8,1.6,0.512241054613936,Iris-virginica
7.4,2.8,6.1,1.9,0.5109227871939735,Iris-virginica
7.9,3.8,6.4,2.0,0.9929378531073445,Iris-virginica
6.4,2.8,5.6,2.2,0.6566384180790961,Iris-virginica
6.3,2.8,5.1,1.5,0.4356873822975518,Iris-virginica
6.1,2.6,5.6,1.4,0.2149717514124294,Iris-virginica
7.7,3.0,6.1,2.3,0.7859227871939736,Iris-virginica
6.3,3.4,5.6,2.4,1.0094161958568737,Iris-virginica
6.4,3.1,5.5,1.8,0.6427259887005651,Iris-virginica
6.0,3.0,4.8,1.8,0.6814500941619587,Iris-virginica
6.9,3.1,5.4,2.1,0.8107580037664783,Iris-virginica
6.7,3.1,5.6,2.4,0.894138418079096,Iris-virginica
6.9,3.1,5.1,2.3,0.9398540489642185,Iris-virginica
5.8,2.7,5.1,1.9,0.5287429378531074,Iris-virginica
6.8,3.2,5.9,2.3,0.8580979284369115,Iris-virginica
6.7,3.3,5.7,2.5,1.0122175141242935,Iris-virginica
6.7,3.0,5.2,2.3,0.8676553672316384,Iris-virginica
6.3,2.5,5.0,1.9,0.480108286252354,Iris-virginica
6.5,3.0,5.2,2.0,0.7315442561205272,Iris-virginica
6.2,3.4,5.4,2.3,0.9927024482109227,Iris-virginica
5.9,3.0,5.1,1.8,0.6301318267419964,Iris-virginica
